name,mw,logp,tpsa,rings,heteroatoms,rotbonds,persistence,biodeg,toxicity,category,pmi1,pmi2,pmi3,radius_of_gyration,spherocity
Polyamide-imide (PAI) - Modified 7 - Modified 27 - Modified 47,34423.35739488968,4.745780577244736,106.23307743801209,2,4,400,0.8244971142286592,0.17550288577134077,0.18859395625932987,Engineering Plastic,16804.631222534943,8898.541296692485,9740.831183231952,46.45168787813602,0.805770234106086
Polyetherimide (PEI) - Modified 8 - Modified 28 - Modified 48,34358.527961420674,7.817664082280591,66.54031347741375,3,4,450,0.9128565183811318,0.0871434816188682,0.18100895232402645,Engineering Plastic,11564.345603988091,8022.513498739429,5854.807114696974,57.65796476790766,0.5820575750709096
Polysulfone (PSU) - Modified 9 - Modified 29 - Modified 49,44435.16291981905,6.5771253735575685,71.8848141370199,2,3,420,0.9552895326682006,0.0447104673317994,0.2815222566001865,Engineering Plastic,18373.435155197112,12255.269772930822,8094.389269740558,64.39080999797714,0.5338651917733724
Polyethersulfone (PES) - Modified 10 - Modified 30 - Modified 50,39287.81256492178,7.356354787073515,84.09540978119426,2,4,440,0.8073911061905614,0.19260889380943857,0.24092913479885358,Engineering Plastic,14748.705434069572,10635.801149961131,4073.137680492287,61.507228187678436,0.5356251192865302
Polytetrafluoroethylene (PTFE) - Modified 11 - Modified 31 - Modified 51,50601.45277985096,11.190821657471922,27.77369243931428,0,0,1500,0.8959355173596685,0.10406448264033152,0.17639635397462233,Engineering Plastic,24945.79364691974,11460.914860276338,7797.904295042479,61.625734360101966,0.6696231170039744
Fluorinated Ethylene Propylene (FEP) - Modified 12 - Modified 32 - Modified 52,48490.65343936588,10.936173855428361,33.023127028143165,0,0,1300,0.874514212623487,0.12548578737651295,0.17621886683326485,Engineering Plastic,17200.042377696544,16218.015711135757,12653.403102188291,57.526675989349826,0.3745420233334854
Polyvinylidene Fluoride (PVDF) - Modified 13 - Modified 33 - Modified 53,31524.46687309739,9.192490126724064,5.209056591105404,0,0,1000,0.8829776806573456,0.11702231934265439,0.18057180280381468,Engineering Plastic,11977.141151393344,9512.141821446447,7033.051561050622,56.57941772943143,0.6476965096741567
Poly(methyl methacrylate) (PMMA) - Modified 14 - Modified 34 - Modified 54,42047.59916238134,5.925750031146948,47.67074305086352,0,2,600,0.75557659306817,0.24442340693182996,0.22650781208827708,Engineering Plastic,20879.661402369522,14473.815951673341,10543.692830410226,65.6736599345679,0.6990797161102353
Poly(butyl methacrylate) - Modified 15 - Modified 35 - Modified 55,27492.59026738626,7.740599691124483,36.886568617251804,0,2,800,0.8787975684432201,0.1212024315567799,0.1732637439838455,Engineering Plastic,11197.569211321701,7437.796545031653,5208.271854256349,47.01513838063631,0.5633452441237433
Polyurethane (PU) - Rigid - Modified 16 - Modified 36 - Modified 56,33739.5080634383,6.528487840238755,83.68335183213028,1,4,500,0.7627793224348557,0.2372206775651443,0.3325286982214688,Engineering Plastic,13513.55098681753,8945.708091448774,5463.973121296122,55.39823981006207,0.8719003060627004
Polyurethane (PU) - Flexible - Modified 17 - Modified 37 - Modified 57,37125.825694383995,6.60811290178399,69.38209470180807,1,4,650,0.727646369178892,0.272353630821108,0.29126779567596894,Engineering Plastic,13051.795552479838,10934.118888373001,7297.527243118069,52.808066069255446,0.6649279634277452
Thermoplastic Polyurethane (TPU) - Modified 18 - Modified 38 - Modified 58,28629.403008025325,6.1562972960499005,70.74982903302089,1,4,700,0.6375276227032738,0.3624723772967262,0.3253558563772786,Engineering Plastic,12604.744907061819,10749.810300308933,4712.806664326846,52.79008634646436,0.43199968334197514
Polyoxymethylene (POM) - Modified 19 - Modified 39 - Modified 59,29362.680827066517,4.262481574507808,26.292221064010842,0,1,900,0.8074107960000606,0.1925892039999394,0.21301259247895726,Engineering Plastic,8893.209927238695,6109.08959599871,7863.156189661578,56.10877812818991,0.5875297544601098
POM Copolymer - Modified 20 - Modified 40 - Modified 60,25766.186727779448,3.755378226847801,51.91085422215158,0,1,950,0.833490587715589,0.16650941228441096,0.18662417649270613,Engineering Plastic,7985.006350792373,9300.73187657703,4110.601980761379,49.82661637137061,0.7052426622811765
Polylactic Acid (PLA),20000.0,3.5,37.0,0,2,400,0.35,0.65,0.08,Biodegradable,8397.434348543211,5475.950450631027,4639.054561812335,41.03030248238183,0.49417747474828744
Poly(3-hydroxybutyrate) (PHB),18000.0,3.2,37.0,0,2,360,0.32,0.68,0.06,Biodegradable,6630.028465746435,6676.62849283852,2293.1360003143004,38.089365324537034,0.3477849637734139
Poly(3-hydroxyvalerate) (PHV),19000.0,3.8,37.0,0,2,380,0.33,0.67,0.07,Biodegradable,9322.60221436365,6848.371433576254,4510.092676192658,42.05634468515129,0.650061380826531
PHBV Copolymer,18500.0,3.5,37.0,0,2,370,0.3,0.7,0.06,Biodegradable,8891.805555674307,4990.416615365528,5229.208932920124,42.08810578976514,0.868722101171808
Polycaprolactone (PCL),22000.0,4.5,26.0,0,2,500,0.4,0.6,0.1,Biodegradable,9740.30753817751,7453.056755415111,4877.765880415596,43.823299743934804,0.5910431913379043
Polybutylene Succinate (PBS),21000.0,3.9,52.0,0,4,450,0.38,0.62,0.09,Biodegradable,9736.211440736764,4870.457578448449,4451.392596144804,43.923685470835395,0.8436654483882229
Polybutylene Adipate Terephthalate (PBAT),24000.0,5.2,63.0,1,6,480,0.42,0.58,0.12,Biodegradable,10403.192878404927,9102.151450386184,7013.367686503872,37.504918519315986,0.8010141530230164
Polyglycolic Acid (PGA),16000.0,2.1,37.0,0,2,320,0.25,0.75,0.05,Biodegradable,5201.862728672514,4494.37140624611,3607.668977010708,43.11329487085418,0.38844767018039
PLGA (50:50),18000.0,2.8,37.0,0,2,360,0.28,0.72,0.06,Biodegradable,8155.95613088113,5240.2522152787205,2734.3815597830976,43.23447039551367,0.7249019531013425
PLGA (75:25),19000.0,3.2,37.0,0,2,380,0.31,0.69,0.07,Biodegradable,6498.729481131616,6481.884393940542,3011.0858906214135,37.78450071671208,0.5612793150431871
Starch (Native),50000.0,-2.5,290.0,5,30,200,0.1,0.9,0.02,Biodegradable,18234.42855100197,18208.40236704851,12053.066425359273,66.17153707782505,0.45014779515776215
Modified Starch,48000.0,-1.8,270.0,5,28,220,0.12,0.88,0.03,Biodegradable,22264.648436183234,11868.890335950813,11860.191301364988,51.793668998121035,0.7121630134000219
Thermoplastic Starch (TPS),45000.0,-1.2,250.0,5,26,240,0.15,0.85,0.04,Biodegradable,18328.730475541033,14952.151258892958,7231.466086101136,49.99966593074428,0.7455964311938529
Cellulose,60000.0,-3.2,330.0,6,36,180,0.2,0.8,0.01,Biodegradable,28319.28857020091,16703.976526669783,10144.127735115962,63.66219063364241,0.4079377912409033
Cellulose Acetate,55000.0,1.2,180.0,6,24,200,0.45,0.55,0.08,Biodegradable,18843.388518275904,15055.732164043575,16401.621596129957,72.8374647986087,0.8486668092337251
Cellulose Acetate Butyrate (CAB),58000.0,2.5,165.0,6,22,250,0.48,0.52,0.1,Biodegradable,24450.22988783989,19604.299557711594,6982.649575131219,79.3150101780892,0.7506883463708647
Chitosan,42000.0,-2.8,280.0,5,32,160,0.18,0.82,0.02,Biodegradable,13303.844169405396,11652.33950290985,7599.018238896834,60.561391382971124,0.8600252994851814
Gelatin,35000.0,-1.5,520.0,3,45,300,0.08,0.92,0.01,Biodegradable,15001.426954780207,9422.759501150855,3937.1327183825524,54.70031899727447,0.49024393125821464
Soy Protein Isolate,38000.0,-1.8,580.0,4,48,320,0.07,0.93,0.01,Biodegradable,17195.258687094065,13952.751901759442,10040.19555118663,54.074203542111036,0.8636010094457922
Whey Protein,32000.0,-1.6,490.0,3,42,290,0.06,0.94,0.01,Biodegradable,13343.55772146382,7048.167192518442,3791.0133692507666,44.64977538464751,0.5211105947030286
Polylactic Acid (PLA) - Grade 1,25692.737691993996,2.5436467414678905,39.32208314583142,0,2,400,0.37586236415754304,0.624137635842457,0.06380561308855479,Biodegradable,9075.864534269127,8611.653911664886,6032.6926116135455,39.20785810323346,0.33238185685643507
Poly(3-hydroxybutyrate) (PHB) - Grade 2,22438.0135925335,3.3812382294026513,39.38677559763145,0,2,360,0.3775743889013663,0.6224256110986337,0.06812590230198096,Biodegradable,6872.0575237363555,5603.783471843157,2497.276526361943,47.75046477452022,0.757781633225414
Poly(3-hydroxyvalerate) (PHV) - Grade 3,20292.933233668005,4.15012147668121,39.708872782303025,0,2,380,0.269968864454017,0.730031135545983,0.050107412928884584,Biodegradable,6572.673615525083,4121.487604057225,4760.133795008645,48.154758826748726,0.7221048864530046
PHBV Copolymer - Grade 4,17128.74337234635,3.4338502780287685,39.29809464778557,0,2,370,0.35847313551779336,0.6415268644822066,0.04741500807972701,Biodegradable,7270.4766173850285,3997.0411475087317,4600.907040700835,37.150446323810215,0.6587465953579995
Polycaprolactone (PCL) - Grade 5,23242.52544264818,4.670461099279477,27.779018400305688,0,2,500,0.45413259275378215,0.5458674072462179,0.09812158958769822,Biodegradable,11316.414765611846,7468.574296707931,4178.176441586458,46.8168453634683,0.5939362466305045
Polybutylene Succinate (PBS) - Grade 6,19926.72572945458,3.856793246584193,49.643433548079344,0,4,450,0.312569075490941,0.6874309245090591,0.10969500831777287,Biodegradable,6801.128603165685,6811.461756298655,4073.52685908643,47.50563077868517,0.31929916219357884
Polybutylene Adipate Terephthalate (PBAT) - Grade 7,28505.77453147312,5.958116661466948,68.60404819651859,1,6,480,0.47874076163380513,0.5212592383661949,0.10180906332551022,Biodegradable,12742.230295667314,5821.2085923324275,5139.829102858198,40.747942922847244,0.6747583509120927
Polyglycolic Acid (PGA) - Grade 8,15525.223698976899,2.256229240548974,34.255779672121065,0,2,320,0.2954051027258723,0.7045948972741277,0.0531852390335264,Biodegradable,7347.93642592462,3218.147370914101,2485.553409257609,39.860574034306296,0.5501007691336762
PLGA (50:50) - Grade 9,15069.342299437396,3.3302234070552337,35.95040411344302,0,2,360,0.2367184503263585,0.7632815496736415,0.06617663504134078,Biodegradable,6090.673058771655,5734.011673532799,3927.864458075802,37.09281987689239,0.6361256416445671
PLGA (75:25) - Grade 10,19231.507790303243,3.9706854984590914,39.01515609884373,0,2,380,0.3125002741378872,0.6874997258621127,0.0847916230133787,Biodegradable,8343.650410401135,4128.25784048636,2969.354702168336,41.612296424627935,0.5575928051805819
Starch (Native) - Grade 11,51557.20516323457,-1.986710076723961,284.40200624031905,5,30,200,0.08536060913802564,0.9146393908619743,0.014345392115760067,Biodegradable,23871.14392758052,19531.74763366662,12610.309006855072,60.10783074802942,0.8796336796591195
Modified Starch - Grade 12,55347.95296340022,-1.7169559337459244,276.4967157730871,5,28,220,0.12979582886876273,0.8702041711312373,0.02483335490716039,Biodegradable,19489.953162890724,13595.293845107317,7817.312545101509,72.90971572604754,0.6624653406905083
Thermoplastic Starch (TPS) - Grade 13,35182.02984084278,-2.0654365518827835,246.87374610118644,5,26,240,0.1742495216696249,0.8257504783303751,0.036358131208559206,Biodegradable,12643.687446595919,12243.47163375277,5276.275725979405,60.53132776154974,0.7495417983614804
Cellulose - Grade 14,60503.62160975318,-2.4778306040090947,348.72109884091543,6,36,180,0.19172342258570163,0.8082765774142984,0.01073252020136724,Biodegradable,18158.67988865434,15848.720980788437,10121.785934365178,60.01093564820708,0.86180816848265
Cellulose Acetate - Grade 15,66958.00238864259,1.1926408706825316,171.2967979787625,6,24,200,0.44264443612288706,0.5573555638771129,0.1030415636137029,Biodegradable,32984.772540021324,24891.664514126798,14585.547063827717,75.69988066919676,0.6549595937500439
Cellulose Acetate Butyrate (CAB) - Grade 16,57743.10967095186,2.8982027148481633,159.34880313948779,6,22,250,0.5056129640288114,0.4943870359711886,0.08440873712669159,Biodegradable,27919.3119966253,19637.910356940476,11022.262529526719,58.304263893503595,0.30723751069344046
Chitosan - Grade 17,31311.75586833833,-3.350625952423556,271.35736786613637,5,32,160,0.20856876551323286,0.7914312344867671,0.019687539683154467,Biodegradable,14181.521724404416,8778.648157737456,7797.534061211453,58.69408107771487,0.3205750069863254
Gelatin - Grade 18,38518.712508941564,-1.256163362538353,485.9212666049695,3,45,300,0.07015324860187747,0.9298467513981226,0.007245211697598872,Biodegradable,12164.795056352577,8291.556960999924,5497.13873948627,56.82898124452102,0.7214030604611171
Soy Protein Isolate - Grade 19,30451.71943804535,-2.2077495366442443,532.2894939158185,4,48,320,0.05937780439081683,0.9406221956091831,0.009764672608196355,Biodegradable,11860.9623203824,10552.739973896683,3110.1698468714867,56.580538309708324,0.4674510816907701
Whey Protein - Grade 20,26361.607393391216,-1.8795127466169286,476.6984463827114,3,42,290,0.06008201450051656,0.9399179854994835,0.01114236897177619,Biodegradable,8445.688300981781,8524.736227422656,6730.421377260412,44.396907085967044,0.6476278364087693
Polylactic Acid (PLA) - Grade 1 - Grade 21,18590.9382826248,2.80094123681316,36.03286192169153,0,2,400,0.4320280220997412,0.5679719779002588,0.07991802601734527,Biodegradable,5636.476026012556,3729.013969833837,4914.14023948732,33.457612310380554,0.4213663086544014
Poly(3-hydroxybutyrate) (PHB) - Grade 2 - Grade 22,16528.89037083004,3.983555765690564,37.629161596983074,0,2,360,0.42381989334083886,0.5761801066591612,0.07827365154953925,Biodegradable,6995.631247323412,3336.9180275015196,1849.517256134536,30.3068259024456,0.4621493250370285
Poly(3-hydroxyvalerate) (PHV) - Grade 3 - Grade 23,16451.736899172,3.876481558512449,39.58595781988312,0,2,380,0.2827389070085383,0.7172610929914617,0.04616637389403137,Biodegradable,8096.983624709212,5951.557220007455,3655.2716547722052,33.79072816013066,0.6027846335688452
PHBV Copolymer - Grade 4 - Grade 24,16743.7034327099,2.8198232684669566,41.2431219176569,0,2,370,0.2920384855186459,0.707961514481354,0.04037208550922491,Biodegradable,8046.581914457948,4217.403145946111,2940.886788352955,33.53228969421128,0.8853416780136494
Polycaprolactone (PCL) - Grade 5 - Grade 25,26217.79534950828,4.68477137906339,27.95743461992232,0,2,500,0.38277419555517384,0.6172258044448262,0.09502560029173576,Biodegradable,11518.813634204673,8579.163532986962,6784.618298301555,47.87040757748709,0.669762293525515
Polybutylene Succinate (PBS) - Grade 6 - Grade 26,20316.698923070853,4.341104824736404,47.08650386018342,0,4,450,0.28371810350476956,0.7162818964952304,0.10161821946839635,Biodegradable,6487.693207366732,5908.967307191742,5584.713338619301,33.27522453919813,0.8616888627078141
Polybutylene Adipate Terephthalate (PBAT) - Grade 7 - Grade 27,20297.329195088267,5.427485344993653,66.23717220347591,1,6,480,0.40592661498785876,0.5940733850121412,0.12566459331862256,Biodegradable,7202.158303744331,7564.530487351285,5484.353639697605,41.4655731542868,0.8756279126321687
Polyglycolic Acid (PGA) - Grade 8 - Grade 28,16397.049965754522,1.929042567492466,35.482837588796976,0,2,320,0.32957416650433974,0.6704258334956603,0.053135527820131534,Biodegradable,5968.71221824915,6286.501430789983,4188.476372057165,35.36486127915691,0.42486599785230444
PLGA (50:50) - Grade 9 - Grade 29,11334.438553979235,4.517388108801428,37.71513376990655,0,2,360,0.23024747180191432,0.7697525281980857,0.051389345610878004,Biodegradable,5130.307053590324,4526.538864694059,1743.3550462957658,31.681402449600665,0.48671616148136665
PLGA (75:25) - Grade 10 - Grade 30,16736.518579053387,4.477951844802741,37.94678298310324,0,2,380,0.3307399453049151,0.6692600546950849,0.08839246740958616,Biodegradable,7706.327232375779,3861.7311946594277,4391.293078649772,40.3695937858943,0.7619953687312225
Starch (Native) - Grade 11 - Grade 31,47105.654787307016,-1.9728646109158545,269.4553607170214,5,30,200,0.07176377285540134,0.9282362271445986,0.011357469055078118,Biodegradable,17759.831653400382,17551.228250887667,9736.536063230802,66.01411738644983,0.8200584013748065
Modified Starch - Grade 12 - Grade 32,46911.52114334646,-1.6532731944773464,257.7326185942137,5,28,220,0.11352291170553723,0.8864770882944628,0.02163127013890691,Biodegradable,17994.17113156256,11878.197716468358,5186.130724764049,74.64517094144074,0.6115360465137167
Thermoplastic Starch (TPS) - Grade 13 - Grade 33,28287.2018905545,-3.3168163127138914,270.6910693402538,5,26,240,0.14720870738016914,0.8527912926198309,0.034129863489290445,Biodegradable,8737.967803158286,8999.945964773664,5413.82448879736,41.526560404024536,0.8959356403683296
Cellulose - Grade 14 - Grade 34,77546.41848086906,-2.1355095032315106,374.2131081561021,6,36,180,0.2160394796451946,0.7839605203548055,0.00917353252170679,Biodegradable,27748.228937198008,23353.458062469195,22366.836269901258,78.12850413989928,0.30694331925316215
Cellulose Acetate - Grade 15 - Grade 35,53735.976562841846,1.4567991754977196,173.24145834222193,6,24,200,0.455324019542746,0.5446759804572541,0.08943878468353386,Biodegradable,20970.842909647672,10940.517275884997,14915.595497982116,64.9057794432645,0.4797555933511294
Cellulose Acetate Butyrate (CAB) - Grade 16 - Grade 36,67079.92566906096,3.0019544574277313,149.37496231901193,6,22,250,0.46995293846822195,0.530047061531778,0.08063244749545749,Biodegradable,21693.420511930966,25930.030758279332,8079.968640483398,72.28561241275217,0.673897052246748
